,Name,Category,Content
723,Thoát rồi….,Truyện cười ngắn,"Cô vợ trẻ đi làm về trễ, quần áo xộc xệch, hớn hở báo với chồng:
- Thoát rồi anh ạ! Trên đường về nhà em gặp một tên vô lại. Nó gí dao vào cổ em và bảo: “Yêu thì tha, chống lại thì chết!”
- Trời ơi! Rồi sao?
- Em… xin tha ạ!
- !?
 "
724,Vova muốn ôtô,Truyện cười vova,"Một hôm cô giáo thấy Vôva đứng ở ban công, vừa cho tay vào quần day day chỗ kín vừa lẩm bẩm nói:
-Tôi muốn có một cái ôtô mới,,,,
 Cô giáo thấy vậy bèn ra hỏi Vôva:
 -Tại sao con làm thế?
 Vôva trả lời:
 -Hôm trước, bố con đi công tác, con thấy mẹ con cũng làm như vậy và miệng thì nói: “tôi muốn có một thằng đàn ông,,,”.
-...........
-Vậy mà hôm sau có thật cô ạ!"
725,Ai ở bẩn nhất?,Truyện cười thế giới,"Ba nước Đông Dương: Việt Nam, Lào, Campuchia mở cuộc thi xem ai ở dơ nhứt. Đề thi do BGK ra là một cái chuồng heo 1 năm không dọn dẹp (miễn bàn) và ai vào đó ở lâu nhất sẽ là người thắng cuộc.
Campuchia của đại diện của mình thi trước, anh chàng này ở hết ngày thứ nhất thì chịu không nổi bèn chạy ra ngòai. Đến lượt nước bạn Lào, anh này thì khá hơn, ngày 1 bình thường, ngày 2 bình thường, nhưng qua ngày thứ 3 BGK phải gọi xe cấp cứu để cứu anh này ra vì ngạt thở.
Đến lượt đại diện của nước Việt Nam, anh này vào chỉ 5 … phút bỗng … tất cả heo phải chạy ra ngòai hết nhưng nó chỉ chạy có 3 chân thui còn một chân phải bịt mũi. Đến nước này thì BGK đành phải trao ngôi vô địch cho anh chàng nước Việt Nam"
726,Làm kế hoạch nhỏ,Truyện cười tình yêu,"Con của một sếp lớn đến trường, tay ôm một lô các cuộn giấy fax đắt tiền. Một quý tử con nhà mafia đi xe Jeep ngang qua hỏi:
 - Sao thế, máy fax của lớp cậu hết giấy à?
 - Không, đem nộp giấy vụn ấy mà! Sao hôm nay cậu lại đi xe Jeep, oai thế!
 - Oai gì đâu, hôm nay lớp tớ gom sắt vụn."
727,Mùa đông,Truyện cười vova,"Vova chạy sang vườn nhà Masa chơi. Trời rất lạnh, tuyết phủ trắng xoá. Vova và Masa quyết định đắp một thằng người tuyết. Sau khi đã xong xuôi phần chính, Masa bảo:

- Anh đợi Em nhé. Em vào nhà lấy củ cà rốt.

- Em lấy luôn 2 củ đi. Củ thứ hai để làm mũi nó."
728,Sai lầm nghiêm trọng..,Truyện cười công sở,"Hai thầy thuốc lâu năm hàn huyên trong giờ giải lao bên lề hội nghị khoa học:
- Lần đầu tiên trong đời tôi đã phạm sai lầm nghiệp vụ nghiêm trọng. – Một người thổ lộ với giọng chán chường.
- Thì cứ bình tâm kể lại vụ việc xem sao! – Người đồng nghiệp động viên.
- Tôi chữa khỏi cho một bệnh nhân chỉ sau một lần khám duy nhất, mà đâu biết ông ta là triệu phú."
729,Sinh đẻ thời internet,Truyện cười 18+,"Một cậu bé hỏi bố mình: ""Bố ơi! Con được sinh ra thế nào hả bố?"". Người cha là một kỹ sư công nghệ thông tin đang lướt web bèn ứng khẩu trả lời cậu quý tử.
Người cha giải thích: ""Mẹ và bố cùng duyệt web trên một chiếc giường. Cha kết nối với mẹ. Cha upload một số dữ liệu từ một cái USB sang cho mẹ. Sau khi download hết về, mẹ sửng sốt thông báo là mẹ không cài một chương trình anti-virus nào cả, trong khi đó, bố cũng không cài đặt Fire Wall"".
""Rồi thế nào nữa hả bố"", cậu bé sốt sắng.
Người cha bình tĩnh tiếp tục câu chuyện: ""Cả cha và mẹ đều cố gắng xoá bỏ số dữ liệu trên, thậm chí là format lại ổ nhưng không kịp. Vậy là sau 9 tháng 10 ngày, con được sinh ra đời""."
730,Đã bảo là điên…,Truyện cười ngắn,"Cú điện thoại gọi đến đồn cảnh sát: Alô, có một người điên trốn khỏi trại tâm thần!
- Ông có thể tả hình dáng của người ấy không?
- Trạc 40 tuổi, đầu hói, quần áo sọc, tóc tai bù xù!
- Ông ta bị hói?
- Đúng vậy.
- Thế thì làm sao mà tóc tai bù xù được?
- Thì tôi đã bảo là hắn bị điên rồi mà!"
731,Không ai nhường chỗ,Truyện cười tình yêu,"Một cô gái tóc vàng hoe trở về nhà sau chuyến thăm thành phố. Nhận thấy con gái có vẻ hơi mệt, mẹ cô hỏi: ""Con yêu, con không sao chứ?""
- Không, mẹ ạ. Con chỉ hơi mệt vì cứ phải đứng mãi ở trên tàu.
- Tội nghiệp. Vậy tại sao con không yêu cầu anh chàng galant nào đó nhường chỗ cho mình trong chốc lát. Con xinh đẹp và đáng yêu thế này cơ mà.
- Con biết rất rõ thế mạnh của mình, nhưng thật tệ là chẳng có ai trên tàu để con yêu cầu điều đó."
732,Máy bắt trộm thông minh..,Truyện cười thế giới,"Sau một thời gian dài nghiên cứu, các nhà khoa học Mỹ đã phát minh thành công một chiếc máy bắt trộm rất thông minh, được trang bị các vũ khí hiện đại để túm tất cả các loại tội phạm. Để kiếm chứng khả năng bắt trộm của máy, các nhà khoa học đã lần lượt đem qua từng nước để thử nghiệm.
Đâu tiên họ thử nghiệm ở Mỹ, trong vòng 30 phút, máy bắt được 500 tên trộm. Tiếp theo họ đem qua Trung Quốc, trong vòng 10 phút máy bắt được 6000 tên trộm.
Cuối cùng là đến VN, các nhà khoa học chờ mãi ko thấy tín hiệu 5, 10, 30 phút, họ đi ra kiểm tra thì…cái máy đã bị trộm mất!!! Ke ke ke!!"
733,Giật mình..,Truyện cười ngắn,"Đôi vợ chồng đang thiu thiu ngủ. Có tiếng động bên ngoài, cô vợ giật mình la lớn “chết chồng em về”.
Anh chồng giật mình chui tọt xuống gầm giường "
734,Bị xe tải không người lái đâm,Truyện cười giao thông,"Vợ lảo đảo bước vào nhà, rên rỉ:
- Anh ơi, thật khủng khiếp. Một chiếc xe tải đồ sộ đã đâm thẳng vào xe của em, làm nó bẹp rúm ró rồi!
- Ôi! Không sao, em còn lành lặn là tốt. Thế em có kịp dạy cho hắn một bài học về tốc độ không?
- Không kịp... Hắn để xe ở đấy và chuồn đi từ trước khi xe đâm nhau cơ."
735,Hổ phụ sinh hổ tử…,Truyện cười dân gian," 
Hai cha con nhà kia đều nóng nảy ngang ngạnh, không nhường nhịn ai chút nào. Một hôm, nhà có khách, người cha sai con vào thành mua thịt về nhắm rượu. Người con mua miếng thịt ngon đem về, vừa sắp ra khỏi cổng thành, bỗng đụng ngay một người từ ngoài thành vào, hai người không ai chịu nhường đường đi, cùng ưỡn ngực nghênh nhau chắn ngang lối đi.



Ở nhà chờ lâu không thấy, người cha đi tìm con. Đến nơi, thấy tình hình như vậy liền bảo:
- Con hãy cầm thịt về trước làm cơm mời khách xơi, để cha ở đây cùng y đứng nghênh nhau tiếp!
 "
736,Virus đến từ đâu?,Truyện cười công nghệ,
737,Tỏ tình nhầm người,Truyện cười 18+,"Đang ngồi học thì con bé, ngồi bàn bên quăng qua cho mẩu giấy. Mở ra xem thì thấy ""Mình thích bạn, mình hẹn hò nha"".
Ôi trời! Khỏi phải nói, tâm trạng lâng lâng, mình thích con bé từ đầu năm học cơ, mình quay sang cười mỉm với con bé một cái thật tình cảm.
Con bé e thẹn nói khẽ:
- Anh đưa cho anh ngồi bên giùm em.
Khỏi phải nói mình ức chế thế nào, vò nát mảnh giấy quăng thẳng vô mặt thằng điên ngồi kế bên.
Nó ngơ ngác mở ra xem, cũng y như mình, khoái chí, cười tủm tỉm rồi bảo:
- Thích tôi sao không nói sớm, tôi cũng thích ông lâu rồi, mà ngại."
738,Con làm tiến sĩ…,Truyện cười ngắn,"Gia đình có người ông và người cháu làm tiến sĩ,người cha không có bằng cấp gì nên thường bị hai ông cháu chê bai.
- Một hôm trog bữa cơm người cha bị nói nhiều nên ức chế đập bàn chỉ thằng non quát:
 - Bố mày có bằng tiến sĩ như bố tao chưa , thằng con trai ngồi im, người cha được thế quay sang mắng ông cụ :
 - Con ông có bằng tiến sĩ như con tôi chưa mà nói nhiều thế…"
739,“Ai đây?”.,Truyện cười tình yêu,"Chàng trai gặp người bạn học trên phố cùng với một cô gái,
- Anh ta hỏi với giọng nghiêm nghị: “Ai đây?”.
Người bạn đáp:
 
- Bạn gái tao.
Chàng trai tức giận quát:
- Tao không hỏi mày, tao đang hỏi vợ tao!!!"
740,Hãy cố mà chống lại chúng,Truyện cười pháp luật,"Người đàn ông thấy một con khỉ đột rất to trên ngọn cây ở sân sau nhà. Hoảng sợ anh ta gọi điện cho người diệt thú dữ. Người này đến ngay tức thì, mang theo một cái lưới lớn, một súng săn và một con chó cực to trông rất dữ tợn, anh ta nói:
- Tôi sẽ trèo lên rung cây để con khỉ rơi xuống đất. Con chó kia sẽ lao đến và bập cho con khỉ một nhát trí mạng. Khi nó đã bị thương, anh chỉ việc chụp cái lưới lên mình nó. Tôi leo xuống và chúng ta trói nó lại.
- Khi người diệt thú bắt đầu leo lên cây, người đàn ông bên dưới hỏi lên: Tôi phải làm gì với khẩu súng?
- Tôi đã an toàn ở trên này, nếu chúng không cắn nhau mà cùng xông vào anh, hãy nổ đến phát súng cuối cùng."
741,Chưa tới,Truyện cười khác,"- Dạo này tôi cứ thấy vợ mình ôm một con cá sấu khổng lồ chực vồ lấy tôi.
 - Thật là một cơn ác mộng.
 - Này nhé, da thì sần sùi, hai mắt lồi ra, miệng toang toác, răng thì lởm chởm....
 - Chắc là cá sấu hoa cà đấy!
 - Không, tôi chưa tả về con cá sấu!"
742,Hội thảo giáo dục.,Truyện cười thế giới," 
Sau thành công của kỳ thi olimpic toán quốc tế. Nước chủ nhà Việt Nam lại tổ chức một cuộc hội thảo giáo dục, bao gồm những bộ trưởng bộ giáo dục các nước có nền giáo dục phát triển.

Hội nghị đang tranh cãi xem nước nào có nền giáo dục tốt nhất.

Nước Mỹ:

-Nước chúng tôi, tin học đóng vai trò hàng đầu, một đứa trẻ 3 tuổi có thể sử dụng thành thạo máy vi tính và internet.

Mọi người xôn xao về báo cáo này.

Trung Quốc:

- Thế đã là gì, ở TQ, có những thần đồng mới 9 tuổi đã có thể theo học chương trình đại học.

Cả hội nghĩ vỗ tay nhiệt liệt. Đến Việt Nam, đất nước chủ nhà, ai ai cũng hồi hộp trước bài phát biểu của ông bộ trưởng:

- Tất cả đều là tầm thường hết, ở Việt Nam chúng tôi, thậm chí có rất nhiều học sinh không biết đọc biết viết cũng thi đỗ tốt nghiệp."
743,Hoa xương rồng …,Truyện cười thế giới,"Trong 1 cuộc thảo luận gồm 4 nước: Vn, Nhật, Bungari và Hà Lan:
Nước Nhật khoe:
- Nước tui có hoa anh đào là đẹp nhất!!
VN tiếp:
- Đáng để lót đít ngồi.
Bun , Hà Lan:
- Đúng, đúng…
Đến Bun khoe:
- Nước tôi có hoa hồng đẹp nhất!
Vn: – Đáng để lót đít ngồi.
Nhật, Hà Lan:
- Đúng, đúng… Hà Lan vội khoe về nước mình:
- Còn nước tui có hoa Tulip là đẹp nhất!!
Vn lại nói :
- Đáng để lót đít ngồi.
Nhật, Bun:
- Đúng, đúng…
Cả ba nước nỗi giận quay sang Vn và hỏi:
-Thế Vn có gì mà nói? Vn thản nhiên đáp:
- Có hoa xương rồng …"
744,Hơn mẩu socola.,Truyện cười vova,"Một phái đoàn kiểm tra đến nhà trẻ. Các nhân viên phát cho mỗi em một thanh sô cô la hình cô/cậu bé. Đến lượt Vova, nhân viên hỏi:
- Thế cháu thích hình nào
 - Hình cậu bé ạ
 - Tại sao thế?
 - Vì hình cậu bé thì cháu được thêm một mẩu mà các hình cô bé không có."
745,Thầy cũng như bố mẹ,Truyện cười học sinh,"- Thầy: Dưỡng phải đi đôi với dục bởi vậy thầy cũng như bố mẹ trò! Trò đã nhớ chưa?

- Quỳnh: Thưa thầy cũng như bố mẹ cho trò tiền ăn quà, thầy cũng như bố mẹ trò thầy cho tiền quà đi!

- Thầy: TRỜI!?!"
746,Tưởng người chết vỗ vai mình,Truyện cười công sở,"Người khách ngồi ghế sau taxi vỗ vai tài xế định hỏi vài câu, nhưng hành động này làm anh tài xế giật mình, suýt đâm xe lên vỉa hè. Hoàn hồn, anh tài nói với khách:
 - Ông làm tôi sợ đứng tim.
 - Xin lỗi, tôi không ngờ đã làm anh hoảng sợ đến như vậy.
 - Thực ra cũng không phải lỗi của ông đâu, chỉ vì hôm nay là ngày đầu tiên tôi chuyển sang chạy taxi, 25 năm qua tôi chuyên lái xe chở quan tài."
747,Trứng và gà,Truyện cười dân gian,"Một anh nọ khoe rằng :
 - Nhà tớ có con gà trống to lắm, nó phải cao bằng cây đa cổ thụ trước nhà tớ, cũng phải đến 20 mét ấy chứ. Mỗi lần nó gáy thì đến tận kinh thành còn nghe thấy.
 - Có gì đâu, hôm trước con gà mái nhà tớ vừa đẻ được một quả trứng to bằng cả cái làng…
 - Cậu nói phét, làm gì có quả trứng nào to như thế.
 - Ơ, không có quả trứng đó thì làm gì có con gà to như cậu kể."
748,Nồi cám heo…,Truyện cười tam quốc," 
Lại nói, Lưu Quan Trương Triệu mỗi người một phương sau khi gặp nhau thì mừng qua, liền tổ chức bữa nhậu ăn mừng. Nhưng do dân mang đến nhiều rượu quá, nên đồ nhắm thì đã hết mà rượu vẫn còn đến mấy thùng. Bị mới nói :

- Vân, ra sau bếp mang nồi cháo ra đây!

Vân dạ dạ rồi đi ra, lúc sau mang một cái nồi to đùng ra. Cả bọn lại cùng vừa ăn vừa nhậu. Nhưng…

Bị: Vân, mày lấy cháo ở đâu mà ăn sượng sượng thế này!

Quan: Ừ, cháo gì mà toàn xương với xương thế!

Trương: Còn gạo gì mà cứ đóng lại thành từng cục thế!

Cam phu nhân: ” có ai mang nồi cám heo của tôi đi đâu không? ”
..??!!"
749,Đường hàng không,Truyện cười học sinh,"- Thầy: Bệnh sốt xuất huyết lây qua đường nào vậy hả Quỷnh?
 - Quỳnh: Dạ, thưa thầy, qua...đường hàng không ạ
 - Thầy: Sao lại qua đường đó?
 - Quỳnh: Vì muỗi vằn sau khi chích hút máu xong bay đi truyền bệnh từ người này sang người khác ạ."
750,Xe gì?,Truyện cười 18+,"Truyện kể rằng có một vị giám đốc tuổi khoảng 30, rất đẹp trai, hào hoa phong nhã (chắc cũng chỉ kém ta 1 chút thôi) 
. Anh được rất nhiều cô gái theo đuổi (lại giống ta nữa rùi). Nhất là những cô gái cùng cty.
 Một ngày nọ, buổi sáng anh dậy trễ (do đêm wa tiếp mấy ẻm đến gần sáng) nên anh lật đật thay quần,thay áo rùi cắm đầu lái chiếc mẹc đến cty. Vừa vào cty thì cô thư ký bỗng nhìn anh cười nói:”Gara của giám đốc wên đóng cửa kìa”.
Nghe vậy anh tưởng thật bèn cắm đầu chạy ra gara xem vì sợ mất xe. Nhưng lại thấy cửa gara đã đóng rùi mà, sao cô thư ký lại nói vậy? Đang ngơ ngẩn k hỉu thì anh nghe… mát mát phía dưới, cúi đầu nhìn xuống thì… ô hô, mặc quần quên kéo phéc-mơ-tuya.
Đỏ bừng cả mặt, chẳng bít có bị cô thư ký thấy “hàng” không? Anh lúng túng lại gần cô hỏi nhỏ:” em ơi… hồi nãy đó… a quên đóng cửa gara… em… em… có thấy chiếc mercedes của tôi không… hix… hix…”
Cô thư ký tủm tỉm cười:” Dạ không ạ! Em chẳng thấy chiếc mercedes nào cả, chỉ thấy chiếc xe bò kéo rơm thui hà!” ^^"
